,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,math_grades,reading_grades,writing_grades
583,female,group D,associate's degree,standard,completed,73,75,80,Satisfactory(C),Satisfactory(C),Good(B)
584,female,group D,some college,standard,none,69,77,77,Satisfactory(C),Satisfactory(C),Satisfactory(C)
585,female,group C,associate's degree,standard,none,65,76,76,Satisfactory(C),Satisfactory(C),Satisfactory(C)
586,female,group A,high school,standard,none,55,73,73,Sufficient(D),Satisfactory(C),Satisfactory(C)
587,female,group C,bachelor's degree,free/reduced,none,44,63,62,Fail(F),Sufficient(D),Sufficient(D)
588,female,group C,some college,standard,none,54,64,65,Sufficient(D),Satisfactory(C),Satisfactory(C)
589,female,group A,some high school,standard,none,48,66,65,Fail(F),Satisfactory(C),Satisfactory(C)
590,male,group C,some college,free/reduced,none,58,57,54,Sufficient(D),Sufficient(D),Sufficient(D)
591,male,group A,some high school,standard,none,71,62,50,Satisfactory(C),Sufficient(D),Fail(F)
592,male,group E,bachelor's degree,standard,none,68,68,64,Satisfactory(C),Satisfactory(C),Satisfactory(C)
593,female,group E,high school,standard,none,74,76,73,Satisfactory(C),Satisfactory(C),Satisfactory(C)
594,female,group C,bachelor's degree,standard,completed,92,100,99,Really good(A),Really good(A),Really good(A)
595,female,group C,bachelor's degree,standard,completed,56,79,72,Sufficient(D),Satisfactory(C),Satisfactory(C)
596,male,group B,high school,free/reduced,none,30,24,15,Fail(F),Fail(F),Fail(F)
597,male,group A,some high school,standard,none,53,54,48,Sufficient(D),Sufficient(D),Fail(F)
598,female,group D,high school,standard,none,69,77,73,Satisfactory(C),Satisfactory(C),Satisfactory(C)
599,female,group D,some high school,standard,none,65,82,81,Satisfactory(C),Good(B),Good(B)
600,female,group D,master's degree,standard,none,54,60,63,Sufficient(D),Sufficient(D),Sufficient(D)
601,female,group C,high school,standard,none,29,29,30,Fail(F),Fail(F),Fail(F)
602,female,group E,some college,standard,none,76,78,80,Satisfactory(C),Satisfactory(C),Good(B)
603,male,group D,high school,free/reduced,none,60,57,51,Sufficient(D),Sufficient(D),Sufficient(D)
604,male,group D,master's degree,free/reduced,completed,84,89,90,Good(B),Good(B),Really good(A)
605,male,group C,some high school,standard,none,75,72,62,Satisfactory(C),Satisfactory(C),Sufficient(D)
606,female,group C,associate's degree,standard,none,85,84,82,Good(B),Good(B),Good(B)
607,female,group C,master's degree,free/reduced,none,40,58,54,Fail(F),Sufficient(D),Sufficient(D)
608,female,group E,some college,standard,none,61,64,62,Sufficient(D),Satisfactory(C),Sufficient(D)
609,female,group B,associate's degree,standard,none,58,63,65,Sufficient(D),Sufficient(D),Satisfactory(C)
610,male,group D,some college,free/reduced,completed,69,60,63,Satisfactory(C),Sufficient(D),Sufficient(D)
611,female,group C,some college,standard,none,58,59,66,Sufficient(D),Sufficient(D),Satisfactory(C)
612,male,group C,bachelor's degree,standard,completed,94,90,91,Really good(A),Really good(A),Really good(A)
613,female,group C,associate's degree,standard,none,65,77,74,Satisfactory(C),Satisfactory(C),Satisfactory(C)
614,female,group A,associate's degree,standard,none,82,93,93,Good(B),Really good(A),Really good(A)
615,female,group C,high school,standard,none,60,68,72,Sufficient(D),Satisfactory(C),Satisfactory(C)
616,female,group E,bachelor's degree,standard,none,37,45,38,Fail(F),Fail(F),Fail(F)
617,male,group D,bachelor's degree,standard,none,88,78,83,Good(B),Satisfactory(C),Good(B)
618,male,group D,master's degree,standard,none,95,81,84,Really good(A),Good(B),Good(B)
619,male,group C,associate's degree,free/reduced,completed,65,73,68,Satisfactory(C),Satisfactory(C),Satisfactory(C)
620,female,group C,high school,free/reduced,none,35,61,54,Fail(F),Sufficient(D),Sufficient(D)
621,male,group B,bachelor's degree,free/reduced,none,62,63,56,Sufficient(D),Sufficient(D),Sufficient(D)
622,male,group C,high school,free/reduced,completed,58,51,52,Sufficient(D),Sufficient(D),Sufficient(D)
623,male,group A,some college,standard,completed,100,96,86,Really good(A),Really good(A),Good(B)
624,female,group E,bachelor's degree,free/reduced,none,61,58,62,Sufficient(D),Sufficient(D),Sufficient(D)
625,male,group D,some college,standard,completed,100,97,99,Really good(A),Really good(A),Really good(A)
626,male,group B,associate's degree,free/reduced,completed,69,70,63,Satisfactory(C),Satisfactory(C),Sufficient(D)
627,male,group D,associate's degree,standard,none,61,48,46,Sufficient(D),Fail(F),Fail(F)
628,male,group D,some college,free/reduced,none,49,57,46,Fail(F),Sufficient(D),Fail(F)
629,female,group C,some high school,standard,completed,44,51,55,Fail(F),Sufficient(D),Sufficient(D)
630,male,group D,some college,standard,none,67,64,70,Satisfactory(C),Satisfactory(C),Satisfactory(C)
631,male,group B,high school,standard,none,79,60,65,Satisfactory(C),Sufficient(D),Satisfactory(C)
632,female,group B,bachelor's degree,standard,completed,66,74,81,Satisfactory(C),Satisfactory(C),Good(B)
633,female,group C,high school,standard,none,75,88,85,Satisfactory(C),Good(B),Good(B)
634,male,group D,some high school,standard,none,84,84,80,Good(B),Good(B),Good(B)
635,male,group A,high school,standard,none,71,74,64,Satisfactory(C),Satisfactory(C),Satisfactory(C)
636,female,group B,high school,free/reduced,completed,67,80,81,Satisfactory(C),Good(B),Good(B)
637,female,group D,some high school,standard,completed,80,92,88,Good(B),Really good(A),Good(B)
638,male,group E,some college,standard,none,86,76,74,Good(B),Satisfactory(C),Satisfactory(C)
639,female,group D,associate's degree,standard,none,76,74,73,Satisfactory(C),Satisfactory(C),Satisfactory(C)
640,male,group D,high school,standard,none,41,52,51,Fail(F),Sufficient(D),Sufficient(D)
641,female,group D,associate's degree,free/reduced,completed,74,88,90,Satisfactory(C),Good(B),Really good(A)
642,female,group B,some high school,free/reduced,none,72,81,79,Satisfactory(C),Good(B),Satisfactory(C)
643,female,group E,high school,standard,completed,74,79,80,Satisfactory(C),Satisfactory(C),Good(B)
644,male,group B,high school,standard,none,70,65,60,Satisfactory(C),Satisfactory(C),Sufficient(D)
645,female,group B,bachelor's degree,standard,completed,65,81,81,Satisfactory(C),Good(B),Good(B)
646,female,group D,associate's degree,standard,none,59,70,65,Sufficient(D),Satisfactory(C),Satisfactory(C)
647,female,group E,high school,free/reduced,none,64,62,68,Satisfactory(C),Sufficient(D),Satisfactory(C)
648,female,group B,high school,standard,none,50,53,55,Fail(F),Sufficient(D),Sufficient(D)
649,female,group D,some college,standard,completed,69,79,81,Satisfactory(C),Satisfactory(C),Good(B)
650,male,group C,some high school,free/reduced,completed,51,56,53,Sufficient(D),Sufficient(D),Sufficient(D)
651,female,group A,high school,standard,completed,68,80,76,Satisfactory(C),Good(B),Satisfactory(C)
652,female,group D,some college,standard,completed,85,86,98,Good(B),Good(B),Really good(A)
653,female,group A,associate's degree,standard,completed,65,70,74,Satisfactory(C),Satisfactory(C),Satisfactory(C)
654,female,group B,some high school,standard,none,73,79,79,Satisfactory(C),Satisfactory(C),Satisfactory(C)
655,female,group B,some college,standard,none,62,67,67,Sufficient(D),Satisfactory(C),Satisfactory(C)
656,male,group C,associate's degree,free/reduced,none,77,67,64,Satisfactory(C),Satisfactory(C),Satisfactory(C)
657,male,group D,some high school,standard,none,69,66,61,Satisfactory(C),Satisfactory(C),Sufficient(D)
658,female,group D,associate's degree,free/reduced,none,43,60,58,Fail(F),Sufficient(D),Sufficient(D)
659,male,group D,associate's degree,standard,none,90,87,85,Really good(A),Good(B),Good(B)
660,male,group C,some college,free/reduced,none,74,77,73,Satisfactory(C),Satisfactory(C),Satisfactory(C)
661,male,group C,some high school,standard,none,73,66,63,Satisfactory(C),Satisfactory(C),Sufficient(D)
662,female,group D,some college,free/reduced,none,55,71,69,Sufficient(D),Satisfactory(C),Satisfactory(C)
663,female,group C,high school,standard,none,65,69,67,Satisfactory(C),Satisfactory(C),Satisfactory(C)
664,male,group D,associate's degree,standard,none,80,63,63,Good(B),Sufficient(D),Sufficient(D)
665,female,group C,some high school,free/reduced,completed,50,60,60,Fail(F),Sufficient(D),Sufficient(D)
666,female,group C,some college,free/reduced,completed,63,73,71,Sufficient(D),Satisfactory(C),Satisfactory(C)
667,female,group B,bachelor's degree,free/reduced,none,77,85,87,Satisfactory(C),Good(B),Good(B)
668,male,group C,some college,standard,none,73,74,61,Satisfactory(C),Satisfactory(C),Sufficient(D)
669,male,group D,associate's degree,standard,completed,81,72,77,Good(B),Satisfactory(C),Satisfactory(C)
670,female,group C,high school,free/reduced,none,66,76,68,Satisfactory(C),Satisfactory(C),Satisfactory(C)
671,male,group D,associate's degree,free/reduced,none,52,57,50,Sufficient(D),Sufficient(D),Fail(F)
672,female,group C,some college,standard,none,69,78,76,Satisfactory(C),Satisfactory(C),Satisfactory(C)
673,female,group C,associate's degree,standard,completed,65,84,84,Satisfactory(C),Good(B),Good(B)
674,female,group D,high school,standard,completed,69,77,78,Satisfactory(C),Satisfactory(C),Satisfactory(C)
675,female,group B,some college,standard,completed,50,64,66,Fail(F),Satisfactory(C),Satisfactory(C)
676,female,group E,some college,standard,completed,73,78,76,Satisfactory(C),Satisfactory(C),Satisfactory(C)
677,female,group C,some high school,standard,completed,70,82,76,Satisfactory(C),Good(B),Satisfactory(C)
678,male,group D,associate's degree,free/reduced,none,81,75,78,Good(B),Satisfactory(C),Satisfactory(C)
679,male,group D,some college,free/reduced,none,63,61,60,Sufficient(D),Sufficient(D),Sufficient(D)
680,female,group D,high school,standard,none,67,72,74,Satisfactory(C),Satisfactory(C),Satisfactory(C)
681,male,group B,high school,standard,none,60,68,60,Sufficient(D),Satisfactory(C),Sufficient(D)
682,male,group B,high school,standard,none,62,55,54,Sufficient(D),Sufficient(D),Sufficient(D)
683,female,group C,some high school,free/reduced,completed,29,40,44,Fail(F),Fail(F),Fail(F)
684,male,group B,some college,standard,completed,62,66,68,Sufficient(D),Satisfactory(C),Satisfactory(C)
685,female,group E,master's degree,standard,completed,94,99,100,Really good(A),Really good(A),Really good(A)
686,male,group E,some college,standard,completed,85,75,68,Good(B),Satisfactory(C),Satisfactory(C)
687,male,group D,associate's degree,free/reduced,none,77,78,73,Satisfactory(C),Satisfactory(C),Satisfactory(C)
688,male,group A,high school,free/reduced,none,53,58,44,Sufficient(D),Sufficient(D),Fail(F)
689,male,group E,some college,free/reduced,none,93,90,83,Really good(A),Really good(A),Good(B)
690,female,group C,associate's degree,standard,none,49,53,53,Fail(F),Sufficient(D),Sufficient(D)
691,female,group E,associate's degree,free/reduced,none,73,76,78,Satisfactory(C),Satisfactory(C),Satisfactory(C)
692,female,group C,bachelor's degree,free/reduced,completed,66,74,81,Satisfactory(C),Satisfactory(C),Good(B)
693,female,group D,associate's degree,standard,none,77,77,73,Satisfactory(C),Satisfactory(C),Satisfactory(C)
694,female,group C,some high school,standard,none,49,63,56,Fail(F),Sufficient(D),Sufficient(D)
695,female,group D,some college,free/reduced,none,79,89,86,Satisfactory(C),Good(B),Good(B)
696,female,group C,associate's degree,standard,completed,75,82,90,Satisfactory(C),Good(B),Really good(A)
697,female,group A,bachelor's degree,standard,none,59,72,70,Sufficient(D),Satisfactory(C),Satisfactory(C)
698,female,group D,associate's degree,standard,completed,57,78,79,Sufficient(D),Satisfactory(C),Satisfactory(C)
699,male,group C,high school,free/reduced,none,66,66,59,Satisfactory(C),Satisfactory(C),Sufficient(D)
700,female,group E,bachelor's degree,standard,completed,79,81,82,Satisfactory(C),Good(B),Good(B)
701,female,group B,some high school,standard,none,57,67,72,Sufficient(D),Satisfactory(C),Satisfactory(C)
702,male,group A,bachelor's degree,standard,completed,87,84,87,Good(B),Good(B),Good(B)
703,female,group D,some college,standard,none,63,64,67,Sufficient(D),Satisfactory(C),Satisfactory(C)
704,female,group B,some high school,free/reduced,completed,59,63,64,Sufficient(D),Sufficient(D),Satisfactory(C)
705,male,group A,bachelor's degree,free/reduced,none,62,72,65,Sufficient(D),Satisfactory(C),Satisfactory(C)
706,male,group D,high school,standard,none,46,34,36,Fail(F),Fail(F),Fail(F)
707,male,group C,some college,standard,none,66,59,52,Satisfactory(C),Sufficient(D),Sufficient(D)
708,male,group D,high school,standard,none,89,87,79,Good(B),Good(B),Satisfactory(C)
709,female,group D,associate's degree,free/reduced,completed,42,61,58,Fail(F),Sufficient(D),Sufficient(D)
710,male,group C,some college,standard,completed,93,84,90,Really good(A),Good(B),Really good(A)
711,female,group E,some high school,standard,completed,80,85,85,Good(B),Good(B),Good(B)
712,female,group D,some college,standard,none,98,100,99,Really good(A),Really good(A),Really good(A)
713,male,group D,master's degree,standard,none,81,81,84,Good(B),Good(B),Good(B)
714,female,group B,some high school,standard,completed,60,70,74,Sufficient(D),Satisfactory(C),Satisfactory(C)
715,female,group B,associate's degree,free/reduced,completed,76,94,87,Satisfactory(C),Really good(A),Good(B)
716,male,group C,associate's degree,standard,completed,73,78,72,Satisfactory(C),Satisfactory(C),Satisfactory(C)
717,female,group C,associate's degree,standard,completed,96,96,99,Really good(A),Really good(A),Really good(A)
718,female,group C,high school,standard,none,76,76,74,Satisfactory(C),Satisfactory(C),Satisfactory(C)
719,male,group E,associate's degree,free/reduced,completed,91,73,80,Really good(A),Satisfactory(C),Good(B)
720,female,group C,some college,free/reduced,none,62,72,70,Sufficient(D),Satisfactory(C),Satisfactory(C)
721,male,group D,some high school,free/reduced,completed,55,59,59,Sufficient(D),Sufficient(D),Sufficient(D)
722,female,group B,some high school,free/reduced,completed,74,90,88,Satisfactory(C),Really good(A),Good(B)
723,male,group C,high school,standard,none,50,48,42,Fail(F),Fail(F),Fail(F)
724,male,group B,some college,standard,none,47,43,41,Fail(F),Fail(F),Fail(F)
725,male,group E,some college,standard,completed,81,74,71,Good(B),Satisfactory(C),Satisfactory(C)
726,female,group E,associate's degree,standard,completed,65,75,77,Satisfactory(C),Satisfactory(C),Satisfactory(C)
727,male,group E,some high school,standard,completed,68,51,57,Satisfactory(C),Sufficient(D),Sufficient(D)
728,female,group D,high school,free/reduced,none,73,92,84,Satisfactory(C),Really good(A),Good(B)
729,male,group C,some college,standard,none,53,39,37,Sufficient(D),Fail(F),Fail(F)
730,female,group B,associate's degree,free/reduced,completed,68,77,80,Satisfactory(C),Satisfactory(C),Good(B)
731,male,group A,some high school,free/reduced,none,55,46,43,Sufficient(D),Fail(F),Fail(F)
732,female,group C,some college,standard,completed,87,89,94,Good(B),Good(B),Really good(A)
733,male,group D,some high school,standard,none,55,47,44,Sufficient(D),Fail(F),Fail(F)
734,female,group E,some college,free/reduced,none,53,58,57,Sufficient(D),Sufficient(D),Sufficient(D)
735,male,group C,master's degree,standard,none,67,57,59,Satisfactory(C),Sufficient(D),Sufficient(D)
736,male,group C,associate's degree,standard,none,92,79,84,Really good(A),Satisfactory(C),Good(B)
737,female,group B,some college,free/reduced,completed,53,66,73,Sufficient(D),Satisfactory(C),Satisfactory(C)
738,male,group D,associate's degree,standard,none,81,71,73,Good(B),Satisfactory(C),Satisfactory(C)
739,male,group C,high school,free/reduced,none,61,60,55,Sufficient(D),Sufficient(D),Sufficient(D)
740,male,group D,bachelor's degree,standard,none,80,73,72,Good(B),Satisfactory(C),Satisfactory(C)
741,female,group A,associate's degree,free/reduced,none,37,57,56,Fail(F),Sufficient(D),Sufficient(D)
742,female,group C,high school,standard,none,81,84,82,Good(B),Good(B),Good(B)
743,female,group C,associate's degree,standard,completed,59,73,72,Sufficient(D),Satisfactory(C),Satisfactory(C)
744,male,group B,some college,free/reduced,none,55,55,47,Sufficient(D),Sufficient(D),Fail(F)
745,male,group D,associate's degree,standard,none,72,79,74,Satisfactory(C),Satisfactory(C),Satisfactory(C)
746,male,group D,high school,standard,none,69,75,71,Satisfactory(C),Satisfactory(C),Satisfactory(C)
747,male,group C,some college,standard,none,69,64,68,Satisfactory(C),Satisfactory(C),Satisfactory(C)
748,female,group C,bachelor's degree,free/reduced,none,50,60,59,Fail(F),Sufficient(D),Sufficient(D)
749,male,group B,some college,standard,completed,87,84,86,Good(B),Good(B),Good(B)
750,male,group D,some high school,standard,completed,71,69,68,Satisfactory(C),Satisfactory(C),Satisfactory(C)
751,male,group E,some college,standard,none,68,72,65,Satisfactory(C),Satisfactory(C),Satisfactory(C)
752,male,group C,master's degree,free/reduced,completed,79,77,75,Satisfactory(C),Satisfactory(C),Satisfactory(C)
753,female,group C,some high school,standard,completed,77,90,85,Satisfactory(C),Really good(A),Good(B)
754,male,group C,associate's degree,free/reduced,none,58,55,53,Sufficient(D),Sufficient(D),Sufficient(D)
755,female,group E,associate's degree,standard,none,84,95,92,Good(B),Really good(A),Really good(A)
756,male,group D,some college,standard,none,55,58,52,Sufficient(D),Sufficient(D),Sufficient(D)
757,male,group E,bachelor's degree,free/reduced,completed,70,68,72,Satisfactory(C),Satisfactory(C),Satisfactory(C)
758,female,group D,some college,free/reduced,completed,52,59,65,Sufficient(D),Sufficient(D),Satisfactory(C)
759,male,group B,some college,standard,completed,69,77,77,Satisfactory(C),Satisfactory(C),Satisfactory(C)
760,female,group C,high school,free/reduced,none,53,72,64,Sufficient(D),Satisfactory(C),Satisfactory(C)
761,female,group D,some high school,standard,none,48,58,54,Fail(F),Sufficient(D),Sufficient(D)
762,male,group D,some high school,standard,completed,78,81,86,Satisfactory(C),Good(B),Good(B)
763,female,group B,high school,standard,none,62,62,63,Sufficient(D),Sufficient(D),Sufficient(D)
764,male,group D,some college,standard,none,60,63,59,Sufficient(D),Sufficient(D),Sufficient(D)
765,female,group B,high school,standard,none,74,72,72,Satisfactory(C),Satisfactory(C),Satisfactory(C)
766,female,group C,high school,standard,completed,58,75,77,Sufficient(D),Satisfactory(C),Satisfactory(C)
767,male,group B,high school,standard,completed,76,62,60,Satisfactory(C),Sufficient(D),Sufficient(D)
768,female,group D,some high school,standard,none,68,71,75,Satisfactory(C),Satisfactory(C),Satisfactory(C)
769,male,group A,some college,free/reduced,none,58,60,57,Sufficient(D),Sufficient(D),Sufficient(D)
770,male,group B,high school,standard,none,52,48,49,Sufficient(D),Fail(F),Fail(F)
771,male,group D,bachelor's degree,standard,none,75,73,74,Satisfactory(C),Satisfactory(C),Satisfactory(C)
772,female,group B,some high school,free/reduced,completed,52,67,72,Sufficient(D),Satisfactory(C),Satisfactory(C)
773,female,group C,bachelor's degree,free/reduced,none,62,78,79,Sufficient(D),Satisfactory(C),Satisfactory(C)
774,male,group B,some college,standard,none,66,65,60,Satisfactory(C),Satisfactory(C),Sufficient(D)
775,female,group B,some high school,free/reduced,none,49,58,55,Fail(F),Sufficient(D),Sufficient(D)
776,female,group B,high school,standard,none,66,72,70,Satisfactory(C),Satisfactory(C),Satisfactory(C)
777,female,group C,some college,free/reduced,none,35,44,43,Fail(F),Fail(F),Fail(F)
778,female,group A,some college,standard,completed,72,79,82,Satisfactory(C),Satisfactory(C),Good(B)
779,male,group E,associate's degree,standard,completed,94,85,82,Really good(A),Good(B),Good(B)
780,female,group D,associate's degree,free/reduced,none,46,56,57,Fail(F),Sufficient(D),Sufficient(D)
781,female,group B,master's degree,standard,none,77,90,84,Satisfactory(C),Really good(A),Good(B)
782,female,group B,high school,free/reduced,completed,76,85,82,Satisfactory(C),Good(B),Good(B)
783,female,group C,associate's degree,standard,completed,52,59,62,Sufficient(D),Sufficient(D),Sufficient(D)
784,male,group C,bachelor's degree,standard,completed,91,81,79,Really good(A),Good(B),Satisfactory(C)
785,female,group B,some high school,standard,completed,32,51,44,Fail(F),Sufficient(D),Fail(F)
786,female,group E,some high school,free/reduced,none,72,79,77,Satisfactory(C),Satisfactory(C),Satisfactory(C)
787,female,group B,some college,standard,none,19,38,32,Fail(F),Fail(F),Fail(F)
788,male,group C,associate's degree,free/reduced,none,68,65,61,Satisfactory(C),Satisfactory(C),Sufficient(D)
789,female,group C,master's degree,free/reduced,none,52,65,61,Sufficient(D),Satisfactory(C),Sufficient(D)
790,female,group B,high school,standard,none,48,62,60,Fail(F),Sufficient(D),Sufficient(D)
791,female,group D,some college,free/reduced,none,60,66,70,Sufficient(D),Satisfactory(C),Satisfactory(C)
792,male,group D,high school,free/reduced,none,66,74,69,Satisfactory(C),Satisfactory(C),Satisfactory(C)
793,male,group E,some high school,standard,completed,89,84,77,Good(B),Good(B),Satisfactory(C)
794,female,group B,high school,standard,none,42,52,51,Fail(F),Sufficient(D),Sufficient(D)
795,female,group E,associate's degree,free/reduced,completed,57,68,73,Sufficient(D),Satisfactory(C),Satisfactory(C)
796,male,group D,high school,standard,none,70,70,70,Satisfactory(C),Satisfactory(C),Satisfactory(C)
797,female,group E,associate's degree,free/reduced,none,70,84,81,Satisfactory(C),Good(B),Good(B)
798,male,group E,some college,standard,none,69,60,54,Satisfactory(C),Sufficient(D),Sufficient(D)
799,female,group C,associate's degree,standard,none,52,55,57,Sufficient(D),Sufficient(D),Sufficient(D)
800,male,group C,some high school,standard,completed,67,73,68,Satisfactory(C),Satisfactory(C),Satisfactory(C)
801,male,group C,some high school,standard,completed,76,80,73,Satisfactory(C),Good(B),Satisfactory(C)
802,female,group E,associate's degree,standard,none,87,94,95,Good(B),Really good(A),Really good(A)
803,female,group B,some college,standard,none,82,85,87,Good(B),Good(B),Good(B)
804,female,group C,some college,standard,none,73,76,78,Satisfactory(C),Satisfactory(C),Satisfactory(C)
805,male,group A,some college,free/reduced,none,75,81,74,Satisfactory(C),Good(B),Satisfactory(C)
806,female,group D,some college,free/reduced,none,64,74,75,Satisfactory(C),Satisfactory(C),Satisfactory(C)
807,female,group E,high school,free/reduced,none,41,45,40,Fail(F),Fail(F),Fail(F)
808,male,group C,high school,standard,none,90,75,69,Really good(A),Satisfactory(C),Satisfactory(C)
809,male,group B,bachelor's degree,standard,none,59,54,51,Sufficient(D),Sufficient(D),Sufficient(D)
810,male,group A,some high school,standard,none,51,31,36,Sufficient(D),Fail(F),Fail(F)
811,male,group A,high school,free/reduced,none,45,47,49,Fail(F),Fail(F),Fail(F)
812,female,group C,master's degree,standard,completed,54,64,67,Sufficient(D),Satisfactory(C),Satisfactory(C)
813,male,group E,some high school,standard,completed,87,84,76,Good(B),Good(B),Satisfactory(C)
814,female,group C,high school,standard,none,72,80,83,Satisfactory(C),Good(B),Good(B)
815,male,group B,some high school,standard,completed,94,86,87,Really good(A),Good(B),Good(B)
816,female,group A,bachelor's degree,standard,none,45,59,64,Fail(F),Sufficient(D),Satisfactory(C)
817,male,group D,bachelor's degree,free/reduced,completed,61,70,76,Sufficient(D),Satisfactory(C),Satisfactory(C)
818,female,group B,high school,free/reduced,none,60,72,68,Sufficient(D),Satisfactory(C),Satisfactory(C)
819,female,group C,some high school,standard,none,77,91,88,Satisfactory(C),Really good(A),Good(B)
820,female,group A,some high school,standard,completed,85,90,92,Good(B),Really good(A),Really good(A)
821,female,group D,bachelor's degree,free/reduced,none,78,90,93,Satisfactory(C),Really good(A),Really good(A)
822,male,group E,some college,free/reduced,completed,49,52,51,Fail(F),Sufficient(D),Sufficient(D)
823,female,group B,high school,free/reduced,none,71,87,82,Satisfactory(C),Good(B),Good(B)
824,female,group C,some high school,free/reduced,none,48,58,52,Fail(F),Sufficient(D),Sufficient(D)
825,male,group C,high school,standard,none,62,67,58,Sufficient(D),Satisfactory(C),Sufficient(D)
826,female,group C,associate's degree,free/reduced,completed,56,68,70,Sufficient(D),Satisfactory(C),Satisfactory(C)
827,female,group C,some high school,standard,none,65,69,76,Satisfactory(C),Satisfactory(C),Satisfactory(C)
828,female,group D,some high school,free/reduced,completed,69,86,81,Satisfactory(C),Good(B),Good(B)
829,male,group B,some high school,standard,none,68,54,53,Satisfactory(C),Sufficient(D),Sufficient(D)
830,female,group A,some college,free/reduced,none,61,60,57,Sufficient(D),Sufficient(D),Sufficient(D)
831,female,group C,bachelor's degree,free/reduced,completed,74,86,89,Satisfactory(C),Good(B),Good(B)
832,male,group A,bachelor's degree,standard,none,64,60,58,Satisfactory(C),Sufficient(D),Sufficient(D)
833,female,group B,high school,standard,completed,77,82,89,Satisfactory(C),Good(B),Good(B)
834,male,group B,some college,standard,none,58,50,45,Sufficient(D),Fail(F),Fail(F)
835,female,group C,high school,standard,completed,60,64,74,Sufficient(D),Satisfactory(C),Satisfactory(C)
836,male,group E,high school,standard,none,73,64,57,Satisfactory(C),Satisfactory(C),Sufficient(D)
837,female,group A,high school,standard,completed,75,82,79,Satisfactory(C),Good(B),Satisfactory(C)
838,male,group B,associate's degree,free/reduced,completed,58,57,53,Sufficient(D),Sufficient(D),Sufficient(D)
839,female,group C,associate's degree,standard,none,66,77,73,Satisfactory(C),Satisfactory(C),Satisfactory(C)
840,female,group D,high school,free/reduced,none,39,52,46,Fail(F),Sufficient(D),Fail(F)
841,male,group C,some high school,standard,none,64,58,51,Satisfactory(C),Sufficient(D),Sufficient(D)
842,female,group B,high school,free/reduced,completed,23,44,36,Fail(F),Fail(F),Fail(F)
843,male,group B,some college,free/reduced,completed,74,77,76,Satisfactory(C),Satisfactory(C),Satisfactory(C)
844,female,group D,some high school,free/reduced,completed,40,65,64,Fail(F),Satisfactory(C),Satisfactory(C)
845,male,group E,master's degree,standard,none,90,85,84,Really good(A),Good(B),Good(B)
846,male,group C,master's degree,standard,completed,91,85,85,Really good(A),Good(B),Good(B)
847,male,group D,high school,standard,none,64,54,50,Satisfactory(C),Sufficient(D),Fail(F)
848,female,group C,high school,standard,none,59,72,68,Sufficient(D),Satisfactory(C),Satisfactory(C)
849,male,group D,associate's degree,standard,none,80,75,69,Good(B),Satisfactory(C),Satisfactory(C)
850,male,group C,master's degree,standard,none,71,67,67,Satisfactory(C),Satisfactory(C),Satisfactory(C)
851,female,group A,high school,standard,none,61,68,63,Sufficient(D),Satisfactory(C),Sufficient(D)
852,female,group E,some college,standard,none,87,85,93,Good(B),Good(B),Really good(A)
853,male,group E,some high school,standard,none,82,67,61,Good(B),Satisfactory(C),Sufficient(D)
854,male,group C,some high school,standard,none,62,64,55,Sufficient(D),Satisfactory(C),Sufficient(D)
855,female,group B,bachelor's degree,standard,none,97,97,96,Really good(A),Really good(A),Really good(A)
856,male,group B,some college,free/reduced,none,75,68,65,Satisfactory(C),Satisfactory(C),Satisfactory(C)
857,female,group C,bachelor's degree,standard,none,65,79,81,Satisfactory(C),Satisfactory(C),Good(B)
858,male,group B,high school,standard,completed,52,49,46,Sufficient(D),Fail(F),Fail(F)
859,male,group C,associate's degree,free/reduced,none,87,73,72,Good(B),Satisfactory(C),Satisfactory(C)
860,female,group C,associate's degree,standard,none,53,62,53,Sufficient(D),Sufficient(D),Sufficient(D)
861,female,group E,master's degree,free/reduced,none,81,86,87,Good(B),Good(B),Good(B)
862,male,group D,bachelor's degree,free/reduced,completed,39,42,38,Fail(F),Fail(F),Fail(F)
863,female,group C,some college,standard,completed,71,71,80,Satisfactory(C),Satisfactory(C),Good(B)
864,male,group C,associate's degree,standard,none,97,93,91,Really good(A),Really good(A),Really good(A)
865,male,group D,some college,standard,completed,82,82,88,Good(B),Good(B),Good(B)
866,male,group C,high school,free/reduced,none,59,53,52,Sufficient(D),Sufficient(D),Sufficient(D)
867,male,group B,associate's degree,standard,none,61,42,41,Sufficient(D),Fail(F),Fail(F)
868,male,group E,associate's degree,free/reduced,completed,78,74,72,Satisfactory(C),Satisfactory(C),Satisfactory(C)
869,male,group C,associate's degree,free/reduced,none,49,51,51,Fail(F),Sufficient(D),Sufficient(D)
870,male,group B,high school,standard,none,59,58,47,Sufficient(D),Sufficient(D),Fail(F)
871,female,group C,some college,standard,completed,70,72,76,Satisfactory(C),Satisfactory(C),Satisfactory(C)
872,male,group B,associate's degree,standard,completed,82,84,78,Good(B),Good(B),Satisfactory(C)
873,male,group E,associate's degree,free/reduced,none,90,90,82,Really good(A),Really good(A),Good(B)
874,female,group C,bachelor's degree,free/reduced,none,43,62,61,Fail(F),Sufficient(D),Sufficient(D)
875,male,group C,some college,free/reduced,none,80,64,66,Good(B),Satisfactory(C),Satisfactory(C)
